INTERACTION_TYPE,INTERACTION_CATEGORY,VENUE,CREATE_DATE,INTERACTION_VENUE,RESIDENCY_PROGRAM,INITIATIVE,PRODUCT_NAME,PRODUCT__GROUP,DPO_COMPOUND,Customer Type,INITIATIVE__CATEGORY,MSL_ID,MSL,CALL_ID,THERAPY_NAME,CUSTOMER_TYPE,NAME,TOTAL_CLINICAL_PROGRAM_ATTENDEES,IS_PARENT__C,CLINICAL_INTERACTION_DETAIL_ID,INITIATIVES,INTERACTION_NAME,BIFURCATION
Face to Face,Online,Proactive,08-09-2024,Practice-Site,FALSE,Initiative 5,Product 1,Product Group 1,Compound 1,Others,Best Clinical Practices,D58A93D5,Robin,de5ec7bd3715431d9a,THERAPY 1,Non KOL,WCT-410475,2,FALSE,e99FT534964,Initiative 12,IJ657628,MED
Video Conferencing,Online,Reactive,30-01-2025,Clinical Program Reactive,FALSE,Initiative 8,Product 1,Product Group 2,Compound 5,Others,FAS BTX Differentiations,58075639,Bella,af117f0c56db41fbab,THERAPY 1,KOL,WCT-410290,7,FALSE,e99FT389447,Initiative 3,IJ187001,MED
Face to Face,Online,Other,06-01-2025,Practice-Site,FALSE,Initiative 5,Product 1,Product Group 2,Compound 1,Others,Best Clinical Practices,13FAB99F,Merry,c487e7f8e2484e42bb,THERAPY 1,NON-KOL,WCT-410191,2,TRUE,e99FT273241,Initiative 10,IJ623534,COMM
Face to Face,In-Person,Proactive,15-02-2025,Practice-Site,FALSE,Initiative 4,Product 1,Product Group 3,Compound 5,Others,Study Support,DFBF801D,Bella,372b454dcd95430da0,THERAPY 2,NON-KOL,WCT-410248,4,TRUE,e99FT177207,Initiative 2,IJ809434,MED
Digital,Mail,Proactive,05-12-2023,Off-Site,FALSE,Initiative 7,Product 2,Product Group 3,Compound 3,KOL,FAS BTX Differentiations,CD191187,Jorge,78b643cd11ba48329b,THERAPY 3,Non KOL,WCT-410819,19,FALSE,e99FT840746,Initiative 6,IJ858295,COMM
Video Conferencing,Online,Reactive,15-11-2023,Practice-Site,TRUE,Initiative 5,Product 2,Product Group 3,Compound 1,KOL,Portfolio Management,B928351C,Edward,af159975e50a41f1ac,THERAPY 1,KOL,WCT-410060,12,FALSE,e99FT398144,Initiative 9,IJ816314,MED
Face to Face,Online,Other,30-10-2023,Clinical Program Proactive,TRUE,Initiative 1,Product 3,Product Group 2,Compound 1,KOL,Best Clinical Practices,3974356E,Morgan,bf33bbbbe4d042f6a4,THERAPY 1,Non KOL,WCT-410376,21,FALSE,e99FT925634,Initiative 2,IJ949615,COMM
Video Conferencing,In-Person,Proactive,16-02-2025,Off-Site,TRUE,Initiative 8,Product 2,Product Group 1,Compound 2,KOL,FAS BTX Differentiations,6400C26B,Gloria,d83f1be3b81d467c9a,THERAPY 3,NON-KOL,WCT-410769,13,FALSE,e99FT244078,Initiative 4,IJ784989,MED
Telephone,Online,Other,07-08-2023,Off-Site,FALSE,Initiative 11,Product 2,Product Group 1,Compound 4,KOL,Study Support,23659D24,Kevin,c7d83583150343e8a0,THERAPY 1,NON-KOL,WCT-410762,14,FALSE,e99FT892826,Initiative 11,IJ654338,MED
Telephone,Call,Reactive,31-05-2023,Off-Site,TRUE,Initiative 6,Product 3,Product Group 1,Compound 3,Others,Elite Launch Support,2D46B847,Harry,5d3d11b6cb8044d8af,THERAPY 1,NON-KOL,WCT-410928,12,FALSE,e99FT410210,Initiative 11,IJ666520,COMM
Face to Face,Call,Proactive,07-10-2024,Practice-Site,TRUE,Initiative 11,Product 1,Product Group 1,Compound 4,Others,FAS BTX Differentiations,9E38C0ED,Harry,5e638adcb45542bf91,THERAPY 1,Non KOL,WCT-410453,16,TRUE,e99FT159616,Initiative 6,IJ225521,COMM
Face to Face,In-Person,Other,22-12-2023,Practice-Site,TRUE,Initiative 10,Product 2,Product Group 1,Compound 5,KOL,Best Clinical Practices,8598346E,Kren,a0301342dafb473bbd,THERAPY 3,KOL,WCT-410693,24,FALSE,e99FT519567,Initiative 2,IJ694445,MED
Video Conferencing,In-Person,Other,14-10-2023,Practice-Site,TRUE,Initiative 4,Product 3,Product Group 3,Compound 4,Others,FAS BTX Differentiations,E6DF8690,Meilena,46964f2a5991490e86,THERAPY 3,Non KOL,WCT-410643,13,FALSE,e99FT842983,Initiative 5,IJ805692,MED
Digital,Mail,Proactive,13-08-2024,Practice-Site,FALSE,Initiative 1,Product 3,Product Group 3,Compound 3,Others,FAS BTX Differentiations,CF832AE4,Gloria,4444f784a2ea4981a2,THERAPY 2,KOL,WCT-410299,7,FALSE,e99FT126892,Initiative 8,IJ797402,COMM
Telephone,In-Person,Proactive,16-01-2024,Clinical Program Proactive,FALSE,Initiative 8,Product 3,Product Group 2,Compound 4,KOL,FAS BTX Differentiations,6244BFC9,Merry,f8021500b0b94e72b8,THERAPY 3,Non KOL,WCT-410198,20,FALSE,e99FT752788,Initiative 10,IJ406053,MED
Telephone,Mail,Other,09-11-2023,Clinical Program Proactive,TRUE,Initiative 2,Product 2,Product Group 3,Compound 2,Others,Study Support,5C512357,Edward,1a0ab12f93a641b080,THERAPY 1,Non KOL,WCT-410784,16,TRUE,e99FT108836,Initiative 8,IJ902082,MED
Telephone,Online,Proactive,29-05-2023,Off-Site,FALSE,Initiative 12,Product 2,Product Group 1,Compound 4,KOL,FAS BTX Differentiations,31350432,Shane,ccf825957cb34f9da7,THERAPY 1,Non KOL,WCT-410850,10,FALSE,e99FT398040,Initiative 12,IJ877524,COMM
Digital,Call,Other,14-01-2024,Clinical Program Proactive,FALSE,Initiative 10,Product 3,Product Group 2,Compound 3,Others,FAS BTX Differentiations,90F36032,Amanda,f330eee97f0745b9b0,THERAPY 2,KOL,WCT-410691,17,FALSE,e99FT817571,Initiative 5,IJ352031,COMM
Video Conferencing,Call,Other,15-08-2023,Clinical Program Reactive,TRUE,Initiative 12,Product 3,Product Group 1,Compound 4,KOL,FAS BTX Differentiations,DADB83F0,Jorge,9b2cfb04d4de401da2,THERAPY 1,KOL,WCT-410104,1,FALSE,e99FT965178,Initiative 4,IJ760252,MED
Telephone,Online,Proactive,14-09-2023,Off-Site,TRUE,Initiative 5,Product 3,Product Group 2,Compound 5,KOL,Elite Launch Support,5369D110,Morgan,1c359553a128465288,THERAPY 3,KOL,WCT-410053,20,FALSE,e99FT343941,Initiative 12,IJ317555,MED
Telephone,Online,Proactive,11-01-2024,Clinical Program Proactive,FALSE,Initiative 8,Product 3,Product Group 2,Compound 1,Others,Study Support,2D16E7F1,Paul,615ab67ba03b4bdea8,THERAPY 1,NON-KOL,WCT-410952,13,TRUE,e99FT652201,Initiative 6,IJ369183,MED
Digital,Mail,Proactive,14-10-2023,Clinical Program Proactive,TRUE,Initiative 3,Product 3,Product Group 3,Compound 1,KOL,Portfolio Management,3721A771,Steve,1c514207a02b4bafb7,THERAPY 3,Non KOL,WCT-410671,4,FALSE,e99FT509751,Initiative 11,IJ275393,COMM
Video Conferencing,Call,Proactive,14-02-2025,Clinical Program Proactive,FALSE,Initiative 5,Product 2,Product Group 3,Compound 5,KOL,Elite Launch Support,B5DDC67F,Shane,f2986fef1ef44b599a,THERAPY 1,NON-KOL,WCT-410039,23,FALSE,e99FT202914,Initiative 3,IJ973957,COMM
Face to Face,Online,Reactive,18-08-2024,Clinical Program Reactive,TRUE,Initiative 6,Product 2,Product Group 1,Compound 3,Others,Elite Launch Support,12C2C1D7,Glen,bdd4b7e7635548a6bd,THERAPY 2,NON-KOL,WCT-410654,20,TRUE,e99FT652455,Initiative 5,IJ282829,MED
Face to Face,Call,Other,30-06-2024,Clinical Program Proactive,FALSE,Initiative 8,Product 1,Product Group 1,Compound 3,KOL,Portfolio Management,73ECFBE1,Paul,b8dc99a288dc4abab4,THERAPY 2,NON-KOL,WCT-410134,21,TRUE,e99FT937272,Initiative 7,IJ796978,MED
Telephone,In-Person,Reactive,11-03-2024,Clinical Program Reactive,TRUE,Initiative 4,Product 1,Product Group 3,Compound 4,Others,Study Support,A057D740,Kren,d2135fc6150148dfa1,THERAPY 2,Non KOL,WCT-410646,15,FALSE,e99FT159332,Initiative 1,IJ237100,COMM
Face to Face,Call,Reactive,16-07-2023,Clinical Program Proactive,TRUE,Initiative 10,Product 1,Product Group 2,Compound 1,Others,Best Clinical Practices,B55067AC,Alyssa,a6204e95ad7943158d,THERAPY 2,KOL,WCT-410367,10,FALSE,e99FT976957,Initiative 9,IJ511660,COMM
Video Conferencing,Mail,Other,03-12-2024,Clinical Program Proactive,FALSE,Initiative 4,Product 2,Product Group 1,Compound 1,KOL,Study Support,758A0933,Collin,33d1ace3c1064479a8,THERAPY 2,KOL,WCT-410125,22,TRUE,e99FT391738,Initiative 12,IJ419657,COMM
Digital,Online,Proactive,26-07-2023,Off-Site,FALSE,Initiative 1,Product 2,Product Group 1,Compound 3,KOL,Portfolio Management,E5C1E9DC,Robin,5eeb0cfb649f49828d,THERAPY 1,Non KOL,WCT-410915,11,TRUE,e99FT969483,Initiative 7,IJ562238,COMM
Digital,In-Person,Reactive,03-03-2025,Practice-Site,FALSE,Initiative 6,Product 3,Product Group 2,Compound 5,KOL,Portfolio Management,9CC1ABF7,Chris,0385dc0b60f346debc,THERAPY 3,NON-KOL,WCT-410347,7,TRUE,e99FT575892,Initiative 8,IJ139260,COMM
Digital,Call,Other,06-04-2024,Clinical Program Reactive,FALSE,Initiative 2,Product 3,Product Group 3,Compound 5,KOL,FAS BTX Differentiations,4C7C3D6F,Robin,0562a7986cc94701bb,THERAPY 2,Non KOL,WCT-410949,14,TRUE,e99FT672278,Initiative 9,IJ535341,COMM
Face to Face,Call,Other,26-03-2025,Clinical Program Proactive,TRUE,Initiative 3,Product 3,Product Group 2,Compound 4,Others,FAS BTX Differentiations,77D11A17,Steve,6d8a43df4e944220a3,THERAPY 1,NON-KOL,WCT-410340,25,TRUE,e99FT405438,Initiative 1,IJ954250,MED
Telephone,Mail,Reactive,30-09-2024,Clinical Program Proactive,TRUE,Initiative 11,Product 1,Product Group 1,Compound 2,Others,Portfolio Management,FBCEB72C,Morgan,e7fae9a75c73427482,THERAPY 2,KOL,WCT-410802,3,FALSE,e99FT815419,Initiative 2,IJ396893,COMM
Video Conferencing,Online,Other,09-11-2023,Clinical Program Proactive,FALSE,Initiative 7,Product 1,Product Group 3,Compound 2,Others,Study Support,23F97EC6,Steve,1f6300db17b945a19b,THERAPY 3,NON-KOL,WCT-410785,7,TRUE,e99FT462096,Initiative 8,IJ123890,MED
Face to Face,In-Person,Reactive,20-07-2023,Clinical Program Proactive,TRUE,Initiative 11,Product 3,Product Group 2,Compound 5,KOL,Study Support,744C1332,Amanda,1f4ca550ede1400080,THERAPY 1,KOL,WCT-410866,12,FALSE,e99FT859665,Initiative 7,IJ722341,COMM
Digital,In-Person,Other,03-08-2023,Clinical Program Reactive,TRUE,Initiative 4,Product 2,Product Group 2,Compound 5,Others,Portfolio Management,181A3466,Mathew,36ed214b6b7449d298,THERAPY 3,KOL,WCT-410235,23,TRUE,e99FT740441,Initiative 11,IJ120759,COMM
Telephone,Mail,Other,06-02-2024,Practice-Site,TRUE,Initiative 6,Product 3,Product Group 3,Compound 2,Others,Best Clinical Practices,AEFDA492,Alyssa,fae3b0c1636b4d1a99,THERAPY 1,Non KOL,WCT-410810,5,FALSE,e99FT543673,Initiative 11,IJ675052,COMM
Digital,Mail,Other,07-12-2023,Clinical Program Proactive,TRUE,Initiative 1,Product 3,Product Group 2,Compound 1,Others,FAS BTX Differentiations,858A80F1,Kevin,2f88068a1381456faf,THERAPY 1,NON-KOL,WCT-410489,13,TRUE,e99FT841436,Initiative 1,IJ229169,MED
Video Conferencing,Mail,Other,19-05-2024,Practice-Site,TRUE,Initiative 5,Product 1,Product Group 3,Compound 1,KOL,FAS BTX Differentiations,BEDE6DCB,Daniella,4ad435fe7a8047e787,THERAPY 2,Non KOL,WCT-410539,4,FALSE,e99FT264606,Initiative 8,IJ154789,COMM
Video Conferencing,Call,Proactive,07-01-2024,Clinical Program Proactive,TRUE,Initiative 10,Product 3,Product Group 2,Compound 5,KOL,Elite Launch Support,104F40FC,Amanda,f6541c7a356542f1b9,THERAPY 2,NON-KOL,WCT-410130,19,FALSE,e99FT122513,Initiative 7,IJ631900,MED
Digital,In-Person,Reactive,31-03-2025,Clinical Program Proactive,TRUE,Initiative 7,Product 2,Product Group 3,Compound 4,Others,FAS BTX Differentiations,9E436A28,Sanchez,8112a642e4014e0fb8,THERAPY 2,Non KOL,WCT-410717,25,FALSE,e99FT434608,Initiative 12,IJ904926,MED
Video Conferencing,In-Person,Other,27-03-2024,Practice-Site,TRUE,Initiative 10,Product 2,Product Group 3,Compound 1,KOL,Elite Launch Support,45A49E05,Paul,b7f190bf811a4ae8b2,THERAPY 3,NON-KOL,WCT-410472,20,FALSE,e99FT420027,Initiative 11,IJ861538,MED
Face to Face,Mail,Reactive,27-10-2024,Clinical Program Proactive,FALSE,Initiative 8,Product 3,Product Group 3,Compound 1,Others,Elite Launch Support,35F1A993,Bella,681a6c3f00c247da88,THERAPY 3,KOL,WCT-410242,19,FALSE,e99FT977364,Initiative 8,IJ294289,MED
Digital,In-Person,Other,21-11-2023,Clinical Program Proactive,TRUE,Initiative 3,Product 3,Product Group 2,Compound 5,KOL,Elite Launch Support,2F32B819,Kren,d18a51b3ef5d400a91,THERAPY 2,Non KOL,WCT-410073,9,FALSE,e99FT597142,Initiative 1,IJ851206,COMM
Face to Face,Call,Other,16-04-2024,Clinical Program Proactive,FALSE,Initiative 12,Product 3,Product Group 3,Compound 5,KOL,Elite Launch Support,D9FB227D,Sanchez,7a77bb4e53ea495a9f,THERAPY 2,KOL,WCT-410651,4,FALSE,e99FT535883,Initiative 1,IJ633881,COMM
Telephone,Mail,Other,24-07-2023,Off-Site,FALSE,Initiative 10,Product 3,Product Group 2,Compound 5,KOL,Best Clinical Practices,DCDED0FA,Gloria,2c8be600459146cba2,THERAPY 2,KOL,WCT-410561,24,FALSE,e99FT409010,Initiative 3,IJ946406,MED
Digital,In-Person,Reactive,13-06-2023,Clinical Program Reactive,FALSE,Initiative 8,Product 1,Product Group 2,Compound 4,Others,Best Clinical Practices,FF434AA4,Glen,07ab52a07987438595,THERAPY 2,KOL,WCT-410546,9,TRUE,e99FT826523,Initiative 5,IJ827853,MED
Telephone,Online,Reactive,19-07-2024,Off-Site,TRUE,Initiative 2,Product 1,Product Group 3,Compound 3,KOL,Portfolio Management,6D15A420,Paul,ab1635e667f44c1f95,THERAPY 1,NON-KOL,WCT-410404,15,FALSE,e99FT964380,Initiative 6,IJ220570,MED
Digital,Mail,Reactive,27-03-2024,Clinical Program Proactive,TRUE,Initiative 12,Product 1,Product Group 3,Compound 2,Others,Study Support,AA9F4963,Mathew,42be6f1f7df9489aad,THERAPY 3,KOL,WCT-410241,16,FALSE,e99FT498160,Initiative 3,IJ121484,COMM
Telephone,In-Person,Proactive,16-02-2025,Clinical Program Proactive,TRUE,Initiative 3,Product 1,Product Group 2,Compound 2,Others,Portfolio Management,E79E7B1C,Steve,e54ee4bce2bb4a61aa,THERAPY 3,NON-KOL,WCT-410663,25,TRUE,e99FT224272,Initiative 8,IJ467844,COMM
Telephone,Online,Proactive,13-03-2025,Clinical Program Reactive,FALSE,Initiative 7,Product 1,Product Group 1,Compound 3,Others,Portfolio Management,9C64DD96,Sanchez,1d4ad1c15db943f18a,THERAPY 2,KOL,WCT-410046,19,FALSE,e99FT558881,Initiative 8,IJ358549,MED
Face to Face,In-Person,Reactive,25-11-2023,Clinical Program Reactive,TRUE,Initiative 10,Product 3,Product Group 1,Compound 5,Others,FAS BTX Differentiations,7C69538D,Daniella,69a7cd21d19340caa9,THERAPY 3,Non KOL,WCT-410898,17,FALSE,e99FT505194,Initiative 6,IJ638219,COMM
Face to Face,In-Person,Reactive,13-05-2024,Clinical Program Reactive,TRUE,Initiative 3,Product 3,Product Group 1,Compound 4,KOL,Study Support,A4E7B6D8,Dimtri,d1cb2623f13847fd8b,THERAPY 3,Non KOL,WCT-410187,10,FALSE,e99FT425229,Initiative 8,IJ780480,MED
Telephone,Online,Proactive,19-01-2025,Practice-Site,TRUE,Initiative 8,Product 2,Product Group 3,Compound 3,Others,FAS BTX Differentiations,7664CCB3,Daniella,7c0103cca1104f2cbf,THERAPY 2,KOL,WCT-410893,16,FALSE,e99FT449841,Initiative 5,IJ404366,MED
Face to Face,Call,Proactive,23-11-2024,Off-Site,FALSE,Initiative 8,Product 1,Product Group 3,Compound 5,Others,Portfolio Management,2877578F,Harry,6fe558e256004b68bf,THERAPY 2,KOL,WCT-410626,11,TRUE,e99FT580363,Initiative 5,IJ574458,MED
Face to Face,Call,Reactive,10-01-2024,Practice-Site,FALSE,Initiative 4,Product 3,Product Group 2,Compound 1,KOL,Study Support,10F9527B,Amanda,2d02687542c34a779f,THERAPY 1,KOL,WCT-410814,6,TRUE,e99FT214505,Initiative 6,IJ626347,MED
Face to Face,Call,Other,05-10-2024,Off-Site,TRUE,Initiative 8,Product 3,Product Group 2,Compound 5,KOL,Portfolio Management,CCA7CE3D,Harry,4819ba8ba9614444b1,THERAPY 1,NON-KOL,WCT-410056,19,FALSE,e99FT390666,Initiative 12,IJ313450,COMM
Face to Face,Mail,Other,30-01-2024,Clinical Program Reactive,FALSE,Initiative 6,Product 1,Product Group 2,Compound 3,KOL,Elite Launch Support,BB2488C7,Edward,263c94f9897a4e29be,THERAPY 1,Non KOL,WCT-410843,23,FALSE,e99FT764050,Initiative 6,IJ540743,MED
Video Conferencing,In-Person,Proactive,27-12-2024,Off-Site,FALSE,Initiative 12,Product 1,Product Group 3,Compound 2,KOL,FAS BTX Differentiations,EDBBE5AC,Kren,1dc93a2418064dae94,THERAPY 1,Non KOL,WCT-410653,6,TRUE,e99FT541197,Initiative 2,IJ111548,COMM
Video Conferencing,Online,Other,05-09-2023,Clinical Program Reactive,FALSE,Initiative 10,Product 1,Product Group 3,Compound 4,Others,Elite Launch Support,1F820B85,Denver,dccd14327eed4bcab8,THERAPY 1,NON-KOL,WCT-410416,3,FALSE,e99FT375912,Initiative 8,IJ567669,COMM
Face to Face,Online,Reactive,18-01-2025,Off-Site,FALSE,Initiative 10,Product 3,Product Group 1,Compound 3,KOL,Best Clinical Practices,874E686B,Alyssa,1555be681e71413a8c,THERAPY 3,KOL,WCT-410404,15,FALSE,e99FT120909,Initiative 11,IJ306924,COMM
Telephone,Mail,Other,07-03-2024,Clinical Program Proactive,TRUE,Initiative 5,Product 3,Product Group 2,Compound 3,Others,Portfolio Management,FE6D9195,Harry,4b4c9c0b125c41d2bb,THERAPY 1,KOL,WCT-410601,14,TRUE,e99FT324226,Initiative 6,IJ781547,MED
Telephone,In-Person,Other,30-03-2024,Clinical Program Proactive,FALSE,Initiative 10,Product 1,Product Group 2,Compound 4,Others,Elite Launch Support,69B34ED3,Steve,4382ff7dd97b49e6b9,THERAPY 2,Non KOL,WCT-410830,19,FALSE,e99FT889021,Initiative 3,IJ618136,COMM
Video Conferencing,Mail,Other,07-04-2025,Clinical Program Proactive,FALSE,Initiative 2,Product 2,Product Group 1,Compound 5,Others,Study Support,97493E8F,Amanda,575c63e6910f4817a0,THERAPY 2,KOL,WCT-410127,19,TRUE,e99FT821967,Initiative 12,IJ597916,MED
Video Conferencing,In-Person,Proactive,11-02-2024,Clinical Program Proactive,FALSE,Initiative 9,Product 2,Product Group 3,Compound 4,Others,FAS BTX Differentiations,D3E4E908,Dimtri,df94a53de0cf4672b9,THERAPY 3,Non KOL,WCT-410065,0,FALSE,e99FT983613,Initiative 8,IJ642955,COMM
Face to Face,Call,Reactive,11-03-2024,Clinical Program Proactive,TRUE,Initiative 11,Product 2,Product Group 1,Compound 3,Others,Study Support,F1569297,Mathew,489d4ef3b930484392,THERAPY 2,Non KOL,WCT-410814,19,FALSE,e99FT692788,Initiative 12,IJ234757,COMM
Face to Face,In-Person,Reactive,21-12-2024,Clinical Program Proactive,FALSE,Initiative 6,Product 2,Product Group 3,Compound 5,Others,Elite Launch Support,499F8D82,Steve,5219508477954282a7,THERAPY 3,NON-KOL,WCT-410547,13,TRUE,e99FT513897,Initiative 9,IJ671447,MED
Face to Face,Mail,Reactive,23-11-2024,Clinical Program Proactive,TRUE,Initiative 9,Product 3,Product Group 2,Compound 5,KOL,Elite Launch Support,5034602A,Kren,78786a42563e4ca089,THERAPY 2,NON-KOL,WCT-410373,11,FALSE,e99FT810856,Initiative 9,IJ263160,MED
Face to Face,Online,Reactive,21-08-2023,Off-Site,FALSE,Initiative 4,Product 2,Product Group 1,Compound 3,KOL,Study Support,FA6F7D81,Collin,59c727bed877482296,THERAPY 3,NON-KOL,WCT-410456,20,TRUE,e99FT879226,Initiative 2,IJ703627,MED
Digital,In-Person,Reactive,07-06-2023,Off-Site,TRUE,Initiative 5,Product 3,Product Group 3,Compound 2,KOL,Best Clinical Practices,B0E4B637,Alyssa,aa81509ed3474d66ab,THERAPY 3,KOL,WCT-410217,13,TRUE,e99FT437587,Initiative 7,IJ426239,COMM
Face to Face,Mail,Proactive,07-12-2024,Clinical Program Proactive,FALSE,Initiative 1,Product 2,Product Group 3,Compound 2,Others,Best Clinical Practices,BEFAACA1,Chris,b0ac47cb57b34270b4,THERAPY 2,NON-KOL,WCT-410844,10,FALSE,e99FT748465,Initiative 12,IJ479724,COMM
Video Conferencing,In-Person,Proactive,23-02-2024,Practice-Site,TRUE,Initiative 10,Product 1,Product Group 1,Compound 3,Others,Study Support,E326BA51,Glen,eb51bf6d09bb413798,THERAPY 3,Non KOL,WCT-410400,6,FALSE,e99FT362885,Initiative 4,IJ383817,MED
Telephone,Online,Proactive,11-03-2024,Practice-Site,TRUE,Initiative 11,Product 2,Product Group 3,Compound 5,Others,Study Support,DFCD12AB,Glen,9ab1f02390894111ab,THERAPY 1,Non KOL,WCT-410502,12,FALSE,e99FT938967,Initiative 9,IJ885498,MED
Video Conferencing,Online,Proactive,07-04-2024,Practice-Site,TRUE,Initiative 12,Product 2,Product Group 1,Compound 2,Others,Study Support,F3D604BD,Denver,c2408fb6d7914fabbf,THERAPY 1,KOL,WCT-410460,23,TRUE,e99FT835505,Initiative 3,IJ778385,COMM
Video Conferencing,Online,Proactive,16-03-2024,Clinical Program Proactive,FALSE,Initiative 9,Product 3,Product Group 1,Compound 3,Others,Portfolio Management,97E3F268,Daniella,0cff0be03f8345b0a5,THERAPY 1,Non KOL,WCT-410061,18,FALSE,e99FT236173,Initiative 4,IJ900230,MED
Face to Face,Mail,Reactive,26-12-2024,Off-Site,TRUE,Initiative 9,Product 3,Product Group 1,Compound 1,Others,Portfolio Management,9C55D134,Kevin,e5b369575c6b4c3eb7,THERAPY 1,NON-KOL,WCT-410611,22,TRUE,e99FT729257,Initiative 2,IJ562248,COMM
Telephone,In-Person,Other,26-02-2025,Clinical Program Reactive,FALSE,Initiative 3,Product 2,Product Group 3,Compound 5,KOL,Elite Launch Support,2A54FE92,Kevin,edd6e921b15c43d1a6,THERAPY 1,NON-KOL,WCT-410800,6,FALSE,e99FT420697,Initiative 9,IJ155316,COMM
Digital,Online,Other,30-12-2024,Clinical Program Reactive,FALSE,Initiative 6,Product 2,Product Group 2,Compound 3,Others,Portfolio Management,32A472B6,Robin,e1b93564080e4fe497,THERAPY 1,Non KOL,WCT-410222,12,TRUE,e99FT375883,Initiative 4,IJ333831,COMM
Face to Face,In-Person,Reactive,17-02-2025,Off-Site,FALSE,Initiative 8,Product 1,Product Group 2,Compound 4,KOL,Study Support,145C3A2B,Merry,137b90d4854f46f880,THERAPY 2,KOL,WCT-410460,5,FALSE,e99FT281156,Initiative 10,IJ797379,MED
Telephone,Mail,Other,22-12-2024,Practice-Site,TRUE,Initiative 7,Product 2,Product Group 1,Compound 1,KOL,Study Support,A5A6C302,Kren,59df317e6fe94f6784,THERAPY 3,Non KOL,WCT-410317,3,TRUE,e99FT782073,Initiative 8,IJ361177,MED
Digital,Call,Proactive,13-02-2024,Practice-Site,TRUE,Initiative 7,Product 2,Product Group 3,Compound 1,KOL,Study Support,17F16426,Harry,f99dfef9587345a88d,THERAPY 2,Non KOL,WCT-410285,1,TRUE,e99FT832228,Initiative 8,IJ482195,COMM
Face to Face,Mail,Other,16-08-2023,Practice-Site,TRUE,Initiative 5,Product 2,Product Group 1,Compound 2,KOL,Best Clinical Practices,66E43DBA,Paul,1b3de826d0cd41c280,THERAPY 3,NON-KOL,WCT-410690,21,FALSE,e99FT917180,Initiative 6,IJ885630,MED
Digital,Mail,Reactive,13-01-2024,Clinical Program Reactive,FALSE,Initiative 4,Product 3,Product Group 2,Compound 3,KOL,Study Support,5978A954,Jorge,08e8acd694bc4b309a,THERAPY 2,NON-KOL,WCT-410362,13,TRUE,e99FT108118,Initiative 2,IJ322741,MED
Telephone,Online,Reactive,27-10-2023,Clinical Program Reactive,FALSE,Initiative 1,Product 3,Product Group 1,Compound 4,KOL,FAS BTX Differentiations,819A3D48,Merry,0384b79b47b04ab5b0,THERAPY 1,Non KOL,WCT-410709,14,FALSE,e99FT504144,Initiative 12,IJ267403,MED
Face to Face,Mail,Reactive,24-06-2024,Practice-Site,TRUE,Initiative 10,Product 1,Product Group 2,Compound 2,Others,Study Support,0CC7AEA8,Gloria,444339c68b40418abd,THERAPY 2,NON-KOL,WCT-410229,1,FALSE,e99FT501283,Initiative 12,IJ664289,MED
Face to Face,Call,Reactive,30-09-2024,Practice-Site,TRUE,Initiative 7,Product 1,Product Group 1,Compound 1,Others,Study Support,84FB9C5F,Meilena,fc2afbbacc42423499,THERAPY 3,NON-KOL,WCT-410462,17,TRUE,e99FT755367,Initiative 2,IJ228347,MED
Digital,Mail,Proactive,24-04-2024,Clinical Program Proactive,TRUE,Initiative 6,Product 1,Product Group 2,Compound 4,KOL,Portfolio Management,39792C68,Merry,88d41b0ce9b745a096,THERAPY 3,Non KOL,WCT-410807,19,FALSE,e99FT985030,Initiative 6,IJ224558,MED
Telephone,Online,Proactive,16-09-2023,Off-Site,TRUE,Initiative 5,Product 3,Product Group 2,Compound 5,KOL,Portfolio Management,F150FCD8,Denver,7611f95a57ae4322bf,THERAPY 3,Non KOL,WCT-410964,3,FALSE,e99FT523552,Initiative 8,IJ665510,MED
